participant,Block,method,taskNr,condition,code,estimateRatio-Percentage,size1,size2,headPosition,headRotation,time
1,1,ratioPercentage,0,Area,0.73,42,0.70080000000,0.96,0.008984327;1.095092;0.04885918,0.2492249;0.01678222;0.003783813,14129.87
1,1,ratioPercentage,1,Area,0.53,35,0.55120000000,1.04,0.0139454;1.09071;0.04680294,0.2639098;0.02703681;0.001779441,12856.79
1,1,ratioPercentage,2,Area,0.38,20,0.36860000000,0.97,0.01335204;1.089734;0.04462624,0.2692672;0.02100799;0.0003763648,10991.04
1,1,ratioPercentage,3,Area,0.43,25,0.44720000000,1.04,0.01627624;1.091485;0.04495931,0.2620445;0.0280325;-0.002966532,10086.19
1,1,ratioPercentage,4,Area,0.93,94,0.96720000000,1.04,0.01603556;1.093731;0.04344475,0.2551726;0.02739359;-0.002586373,13336.73
1,1,ratioPercentage,5,Area,0.48,34,0.48000000000,1,0.01513302;1.094942;0.04329842,0.2518634;0.02595746;-0.001897376,6925.273
1,1,ratioPercentage,6,Area,0.33,11,0.31350000000,0.95,0.01498568;1.094978;0.04311317,0.2516906;0.02576619;-0.0007489585,9505.367
1,1,ratioPercentage,7,Area,0.28,9,0.28840000000,1.03,0.0130465;1.097105;0.04158145,0.2422696;0.01904792;0.00386261,11918.34
1,1,ratioPercentage,8,Area,0.68,45,0.70720000000,1.04,0.01343131;1.098351;0.04151624,0.2397343;0.0169652;0.003335141,19558.25
1,1,ratioPercentage,9,Area,0.88,97,0.85360000000,0.97,0.01388162;1.095888;0.04217732,0.2458615;0.019706;0.001036318,11683.63
1,1,ratioPercentage,10,Area,0.63,21,0.61740000000,0.98,0.01365697;1.09676;0.04212725,0.2433319;0.01857549;0.001772247,8031.313
1,1,ratioPercentage,11,Area,0.23,5,0.21850000000,0.95,0.01332837;1.100378;0.04007995,0.2319606;0.01899834;0.003119039,10767.91
1,1,ratioPercentage,12,Area,0.58,17,0.57419994200,0.9899999,0.01382977;1.100933;0.03832722,0.2317444;0.0180742;0.0008720151,7360.266
1,1,ratioPercentage,13,Area,0.83,96,0.83000000000,1,0.01372772;1.095317;0.03747571,0.2515069;0.01726291;0.005397385,10924.63
1,1,ratioPercentage,14,Area,0.13,5,0.13520000000,1.04,0.01417488;1.101681;0.0368259,0.2305764;0.01537426;0.003441636,8991.453
1,1,ratioPercentage,15,Area,0.78,88,0.77219992200,0.9899999,0.01496148;1.100153;0.03741145,0.2342752;0.01532555;0.002151754,15168.33
1,1,ratioPercentage,16,Area,0.08,2,0.08000000000,1,0.01431614;1.099657;0.03889883,0.235672;0.01463951;0.00259348,8634.516
1,1,ratioPercentage,17,Area,0.18,6,0.18720000000,1.04,0.0160358;1.099291;0.03754127,0.2365751;0.01926133;-0.001837535,12800.39
1,2,ratioPercentage,0,BarChart,0.48,46,0.48960000000,1.02,0.01338601;1.08862;0.03986657,0.2704113;0.009030655;0.005983087,4948.219
1,2,ratioPercentage,1,BarChart,0.53,51,0.53000000000,1,0.01227343;1.093512;0.03875446,0.2543128;0.008916742;0.005034921,9092.344
1,2,ratioPercentage,2,BarChart,0.23,19,0.21850000000,0.95,0.01412499;1.095794;0.03664541,0.2483677;0.01120936;0.003283237,8467.109
1,2,ratioPercentage,3,BarChart,0.28,22,0.26880000000,0.96,0.01553237;1.096525;0.03630078,0.2453022;0.01175005;0.002038657,9326.719
1,2,ratioPercentage,4,BarChart,0.58,67,0.55100000000,0.95,0.01535422;1.09879;0.03556371,0.2373446;0.01202842;0.002176673,6891.688
1,2,ratioPercentage,5,BarChart,0.78,81,0.78000000000,1,0.01590502;1.09882;0.03598392,0.2370021;0.01275051;0.001209379,8891
1,2,ratioPercentage,6,BarChart,0.88,90,0.90640000000,1.03,0.01575196;1.100053;0.0357641,0.2328494;0.01253674;0.002361089,9270.813
1,2,ratioPercentage,7,BarChart,0.93,96,0.90210000000,0.97,0.01655203;1.102286;0.03452694,0.2249929;0.01430593;0.0003796725,8321.5
1,2,ratioPercentage,8,BarChart,0.18,13,0.17100000000,0.95,0.01697409;1.098416;0.03550041,0.2379623;0.01416671;0.0006507016,8790.781
1,2,ratioPercentage,9,BarChart,0.13,7,0.13390000000,1.03,0.01613331;1.092808;0.03675449,0.256326;0.0131968;0.0004719906,10465.97
1,2,ratioPercentage,10,BarChart,0.68,77,0.67319993200,0.9899999,0.01463199;1.095527;0.03542423,0.246261;0.0111347;0.002996349,8031.344
1,2,ratioPercentage,11,BarChart,0.08,7,0.08240000000,1.03,0.01506716;1.097294;0.03592706,0.2423341;0.009526352;0.0027542,13023.69
1,2,ratioPercentage,12,BarChart,0.63,69,0.64890000000,1.03,0.01799893;1.09984;0.03107452,0.2347553;0.01598313;-0.002500114,5573.938
1,2,ratioPercentage,13,BarChart,0.38,45,0.38380000000,1.01,0.01950759;1.096977;0.02981973,0.2450559;0.01675337;-0.001243153,5316.969
1,2,ratioPercentage,14,BarChart,0.33,42,0.32340000000,0.98,0.01904893;1.102334;0.02821982,0.2274931;0.01752772;-0.003642204,10789.72
1,2,ratioPercentage,15,BarChart,0.83,90,0.86320000000,1.04,0.01786435;1.102575;0.03081381,0.2239341;0.01419159;-0.005344721,9036.594
1,2,ratioPercentage,16,BarChart,0.73,80,0.69350000000,0.95,0.01554298;1.105734;0.02861571,0.2114847;0.01095558;-0.003213936,12153.09
1,2,ratioPercentage,17,BarChart,0.43,43,0.40850000000,0.95,0.01223016;1.095286;0.03124726,0.248443;0.004694974;0.006582079,4512.125
1,3,ratioPercentage,0,Length,0.28,24,0.29120000000,1.04,0.01710004;1.102328;0.02784681,0.2252847;0.00579869;-0.003907569,15291.47
1,3,ratioPercentage,1,Length,0.83,86,0.78850000000,0.95,0.01812953;1.105175;0.02623594,0.2159928;0.006720609;-0.004029615,10365.44
1,3,ratioPercentage,2,Length,0.08,7,0.07919999200,0.9899999,0.01752454;1.106072;0.02633715,0.2130788;0.00569375;-0.00251467,9952.469
1,3,ratioPercentage,3,Length,0.43,25,0.43000000000,1,0.01744407;1.100766;0.02491999,0.2315237;0.007559973;-0.003893576,11906.94
1,3,ratioPercentage,4,Length,0.38,20,0.36480000000,0.96,0.01692861;1.10667;0.02324772,0.2115315;0.005454763;-0.001258967,8556.375
1,3,ratioPercentage,5,Length,0.33,22,0.31350000000,0.95,0.01776379;1.102536;0.02905035,0.2223973;0.006546583;0.006973751,14319.56
1,3,ratioPercentage,6,Length,0.53,44,0.53530000000,1.01,0.01685679;1.1054;0.02794838,0.2154948;0.006051263;0.005392292,14129.66
1,3,ratioPercentage,7,Length,0.13,8,0.13130000000,1.01,0.0183112;1.104152;0.0266825,0.2233313;0.006380458;0.00147701,10555.16
1,3,ratioPercentage,8,Length,0.48,45,0.49440000000,1.03,0.0190469;1.106133;0.02597535,0.2141206;0.007090375;0.0003702094,7014.906
1,3,ratioPercentage,9,Length,0.78,89,0.81120000000,1.04,0.01857412;1.100938;0.0272758,0.2324085;0.005854502;0.002243307,14096.47
1,3,ratioPercentage,10,Length,0.68,76,0.68680000000,1.01,0.0197857;1.102968;0.02572179,0.2253251;0.007642094;-0.0003747554,12275.38
1,3,ratioPercentage,11,Length,0.93,90,0.95790000000,1.03,0.01963747;1.098621;0.0271194,0.2383798;0.008024399;-0.001091225,10622.69
1,3,ratioPercentage,12,Length,0.73,84,0.70080000000,0.96,0.02000999;1.102222;0.02727342,0.2264869;0.007491674;-0.002091737,14062.81
1,3,ratioPercentage,13,Length,0.58,48,0.55100000000,0.95,0.02047873;1.089188;0.0342164,0.2506553;0.005245048;-0.003246934,16732.38
1,3,ratioPercentage,14,Length,0.18,9,0.17460000000,0.97,0.01510388;1.096177;0.02864027,0.2367209;0.03445878;-0.003439418,11024.44
1,3,ratioPercentage,15,Length,0.88,81,0.88000000000,1,0.01510775;1.096253;0.02671731,0.2357624;0.03099326;-0.003078057,9416.313
1,3,ratioPercentage,16,Length,0.63,73,0.64260000000,1.02,0.01497561;1.095465;0.02850151,0.2374518;0.0207468;-0.00017003,10309.88
1,3,ratioPercentage,17,Length,0.23,10,0.23230000000,1.01,0.01694751;1.097707;0.02820325,0.2313036;0.02303035;-0.003164324,14498.31
2,1,ratioPercentage,0,BarChart,0.78,84,0.76440000000,0.98,-0.07772624;1.112736;0.08669388,0.3641738;0.04752368;0.09153994,10935.72
2,1,ratioPercentage,1,BarChart,0.43,40,0.44290000000,1.03,-0.08213472;1.113443;0.07690167,0.3695424;0.02384545;0.08771603,6869.117
2,1,ratioPercentage,2,BarChart,0.53,50,0.50880000000,0.96,-0.08401859;1.110726;0.07707328,0.3753086;0.0173094;0.08749532,3976.66
2,1,ratioPercentage,3,BarChart,0.58,50,0.56840000000,0.98,-0.08494592;1.111801;0.07818848,0.3721308;0.01534993;0.09102494,4054.496
2,1,ratioPercentage,4,BarChart,0.93,90,0.88350000000,0.95,-0.08690715;1.112349;0.07819092,0.3704282;0.01315255;0.09305026,10138.29
2,1,ratioPercentage,5,BarChart,0.13,10,0.13000000000,1,-0.08542693;1.121326;0.07355267,0.3417077;0.02166112;0.08651467,7822.523
2,1,ratioPercentage,6,BarChart,0.23,20,0.22540000000,0.98,-0.08452249;1.121843;0.07281625,0.3401715;0.02447486;0.08994032,10868.31
2,1,ratioPercentage,7,BarChart,0.63,60,0.63000000000,1,-0.08130074;1.127264;0.0720492,0.32748;0.03291627;0.06905482,4568.281
2,1,ratioPercentage,8,BarChart,0.28,26,0.27160000000,0.97,-0.08169246;1.127028;0.07180095,0.3270126;0.03297582;0.07112003,12175.33
2,1,ratioPercentage,9,BarChart,0.48,45,0.47519995200,0.9899999,-0.08202851;1.125519;0.07146078,0.3360548;0.03640263;0.07425904,5662.969
2,1,ratioPercentage,10,BarChart,0.33,35,0.31680000000,0.96,-0.08301425;1.126017;0.07175374,0.3309468;0.03271795;0.07783352,5026.289
2,1,ratioPercentage,11,BarChart,0.88,85,0.91520000000,1.04,-0.08270502;1.12597;0.07217699,0.3298552;0.03316647;0.07914378,6747.375
2,1,ratioPercentage,12,BarChart,0.68,65,0.70040000000,1.03,-0.08340216;1.125897;0.07213116,0.3307083;0.03291334;0.07890262,10778.31
2,1,ratioPercentage,13,BarChart,0.38,40,0.37619996200,0.9899999,-0.07769442;1.117886;0.07459289,0.3571371;0.0417791;0.06678175,13124.42
2,1,ratioPercentage,14,BarChart,0.83,78,0.81340000000,0.98,-0.07985115;1.120673;0.0744471,0.3468686;0.04082269;0.07374838,8477.875
2,1,ratioPercentage,15,BarChart,0.08,10,0.07760000000,0.97,-0.08048654;1.114903;0.07469904,0.3661157;0.03935321;0.06763215,9081.094
2,1,ratioPercentage,16,BarChart,0.18,15,0.18180000000,1.01,-0.08310831;1.122759;0.07124001,0.3410552;0.03863384;0.0784175,10276.13
2,1,ratioPercentage,17,BarChart,0.73,70,0.75190000000,1.03,-0.08388102;1.124205;0.0708434,0.3350463;0.03778165;0.08268317,7584.406
2,2,ratioPercentage,0,Length,0.93,100,0.95790000000,1.03,-0.08463764;1.109911;0.07583982,0.3679617;0.045215;0.1055976,12119.48
2,2,ratioPercentage,1,Length,0.63,51,0.64260000000,1.02,-0.08414102;1.120311;0.07425475,0.3433562;0.04614246;0.07923694,4166.188
2,2,ratioPercentage,2,Length,0.08,5,0.08080000000,1.01,-0.08400917;1.120443;0.07388532,0.3434601;0.04689833;0.07929059,11091.88
2,2,ratioPercentage,3,Length,0.28,20,0.26600000000,0.95,-0.08440971;1.122053;0.0738247,0.3383317;0.04648602;0.07997073,11259.78
2,2,ratioPercentage,4,Length,0.83,80,0.79680000000,0.96,-0.0844872;1.122335;0.0740183,0.33869;0.04628463;0.07743744,8599.813
2,2,ratioPercentage,5,Length,0.43,36,0.42140000000,0.98,-0.08485532;1.122877;0.07356656,0.335041;0.04783498;0.08115788,10845.75
2,2,ratioPercentage,6,Length,0.33,30,0.31680000000,0.96,-0.08526766;1.122398;0.07349122,0.3374443;0.04736379;0.0800866,6914.313
2,2,ratioPercentage,7,Length,0.68,70,0.70040000000,1.03,-0.08641279;1.12244;0.07335341,0.3374057;0.0461203;0.08103693,6846.797
2,2,ratioPercentage,8,Length,0.18,15,0.18000000000,1,-0.08523929;1.122326;0.07395107,0.3377729;0.04758452;0.07996725,8053.484
2,2,ratioPercentage,9,Length,0.73,70,0.72269992700,0.9899999,-0.08175611;1.112599;0.07463956,0.3645799;0.04159132;0.08368847,14420.47
2,2,ratioPercentage,10,Length,0.58,60,0.59160000000,1.02,-0.07594633;1.111541;0.07555395,0.370297;0.06947904;0.0789343,7539.469
2,2,ratioPercentage,11,Length,0.38,32,0.36860000000,0.97,-0.0801686;1.114071;0.07445854,0.3616017;0.06349163;0.08777418,9706.688
2,2,ratioPercentage,12,Length,0.53,45,0.54060000000,1.02,-0.07536387;1.103301;0.06383699,0.4066033;0.05291506;0.09101637,16006
2,2,ratioPercentage,13,Length,0.48,40,0.46080000000,0.96,-0.07890308;1.107603;0.06710726,0.3904127;0.05152353;0.09235622,11505.38
2,2,ratioPercentage,14,Length,0.23,20,0.22769997700,0.9899999,-0.07502055;1.119423;0.06517655,0.3515976;0.06634521;0.0822979,8846.625
2,2,ratioPercentage,15,Length,0.78,90,0.78000000000,1,-0.04506183;1.107679;0.06513494,0.396765;0.1179653;0.04173176,10465.56
2,2,ratioPercentage,16,Length,0.13,10,0.13520000000,1.04,-0.06982243;1.117775;0.0635795,0.359105;0.08313026;0.08050002,12443.53
2,2,ratioPercentage,17,Length,0.88,100,0.87119991200,0.9899999,-0.06987691;1.117737;0.06354123,0.3605204;0.08310711;0.07993746,10130.66
2,3,ratioPercentage,0,Area,0.53,30,0.53530000000,1.01,-0.07247066;1.125612;0.06401104,0.3309348;0.06595691;0.03873821,10756.53
2,3,ratioPercentage,1,Area,0.93,85,0.96720000000,1.04,-0.07291901;1.125635;0.06414568,0.3314118;0.06671322;0.04124556,8935.781
2,3,ratioPercentage,2,Area,0.28,20,0.27440000000,0.98,-0.07289505;1.125828;0.06394231,0.3314192;0.06692454;0.04219215,7189.781
2,3,ratioPercentage,3,Area,0.33,20,0.33660000000,1.02,-0.07461071;1.125914;0.06396079,0.330419;0.06764082;0.04898888,11720.88
2,3,ratioPercentage,4,Area,0.88,81,0.86240000000,0.98,-0.07906699;1.110403;0.06715,0.3759088;0.0632813;0.09467258,9774.125
2,3,ratioPercentage,5,Area,0.18,5,0.17819998200,0.9899999,-0.07731748;1.111194;0.06613111,0.3733671;0.06520358;0.0960236,8778.813
2,3,ratioPercentage,6,Area,0.13,5,0.13260000000,1.02,-0.07951629;1.11184;0.06845111,0.3686712;0.06764904;0.1037955,10421.25
2,3,ratioPercentage,7,Area,0.23,5,0.23920000000,1.04,-0.07937312;1.111735;0.06868541,0.3702461;0.06841229;0.1029702,15771.69
2,3,ratioPercentage,8,Area,0.08,1,0.07840000000,0.98,-0.07957292;1.111738;0.06857395,0.3700408;0.06762823;0.1029006,12856.5
2,3,ratioPercentage,9,Area,0.68,51,0.69360000000,1.02,-0.08134031;1.110839;0.06887966,0.371598;0.06451934;0.103163,5093.531
2,3,ratioPercentage,10,Area,0.63,45,0.62369993700,0.9899999,-0.08110034;1.110699;0.06595755,0.3727553;0.06474364;0.1049488,5696.563
2,3,ratioPercentage,11,Area,0.83,80,0.83830000000,1.01,-0.06863511;1.097916;0.06858099,0.4169339;0.07909842;0.07599366,8500.219
2,3,ratioPercentage,12,Area,0.43,35,0.41710000000,0.97,-0.07662463;1.10656;0.07005781,0.3831077;0.07897364;0.1090649,8466.781
2,3,ratioPercentage,13,Area,0.48,40,0.47040000000,0.98,-0.07851768;1.108338;0.06849205,0.37936;0.07709868;0.1099704,6556.563
2,3,ratioPercentage,14,Area,0.73,50,0.73730000000,1.01,-0.07849252;1.108317;0.0687567,0.379272;0.07624271;0.1099589,3094.25
2,3,ratioPercentage,15,Area,0.38,25,0.38760000000,1.02,-0.0790956;1.108488;0.06869459,0.3791981;0.0766836;0.1104763,7494.875
2,3,ratioPercentage,16,Area,0.58,40,0.58580000000,1.01,-0.07712579;1.114458;0.05904639,0.3764089;0.05977309;0.09397382,6109.938
2,3,ratioPercentage,17,Area,0.78,85,0.74100000000,0.95,-0.07729101;1.116029;0.06211412,0.3694892;0.05908247;0.09631222,9583.438
3,1,ratioPercentage,0,Length,0.43,51,0.42140000000,0.98,-0.01206535;1.079525;0.2509522,0.4041722;0.03862796;0.04156408,4669.249
3,1,ratioPercentage,1,Length,0.08,10,0.07600000000,0.95,-0.01145297;1.079213;0.2474937,0.4121381;0.03460583;0.0437864,10153.1
3,1,ratioPercentage,2,Length,0.73,81,0.72269992700,0.9899999,-0.008534849;1.081425;0.2396221,0.4182754;0.03373655;0.03958608,8746.164
3,1,ratioPercentage,3,Length,0.63,75,0.64260000000,1.02,-0.006522238;1.085469;0.2333267,0.419002;0.03311038;0.03567479,7841.123
3,1,ratioPercentage,4,Length,0.68,66,0.64600000000,0.95,-0.00162065;1.082375;0.232115,0.4283211;0.03826336;0.02706644,8434.113
3,1,ratioPercentage,5,Length,0.78,80,0.78000000000,1,-0.0008684993;1.078343;0.2327998,0.4372277;0.03857573;0.02582199,9126.617
3,1,ratioPercentage,6,Length,0.28,21,0.27160000000,0.97,0.001138389;1.078347;0.2378304,0.4208354;0.04345066;0.02657129,11123.26
3,1,ratioPercentage,7,Length,0.18,15,0.17460000000,0.97,0.00485462;1.079552;0.2354004,0.4257607;0.0458249;0.02131903,10875.39
3,1,ratioPercentage,8,Length,0.93,95,0.95790000000,1.03,-0.007966459;1.089038;0.2615016,0.4479825;0.0225701;0.07965276,13151.13
3,1,ratioPercentage,9,Length,0.53,54,0.54590000000,1.03,-0.032745;1.135937;0.1210672,0.3484052;0.07543277;0.07211082,11113.73
3,1,ratioPercentage,10,Length,0.88,84,0.90640000000,1.03,-0.01708955;1.111378;0.1838422,0.4033509;0.05530971;0.0358768,6813.883
3,1,ratioPercentage,11,Length,0.38,36,0.38760000000,1.02,-0.01870602;1.111811;0.1841464,0.398864;0.05236185;0.03775897,7416.523
3,1,ratioPercentage,12,Length,0.13,14,0.13130000000,1.01,-0.0006275177;1.138671;0.1583722,0.3172197;0.07377102;-0.07435472,11303.88
3,1,ratioPercentage,13,Length,0.83,81,0.82169991700,0.9899999,-0.001059949;1.125241;0.1709926,0.3556303;0.07511716;-0.01235207,14855.62
3,1,ratioPercentage,14,Length,0.33,33,0.31350000000,0.95,-0.007555068;1.088302;0.2398781,0.386987;0.1163415;-0.0198116,8623.188
3,1,ratioPercentage,15,Length,0.48,55,0.45600000000,0.95,-0.02103537;1.1289;0.1056056,0.3258782;0.02991058;0.01717932,12700.16
3,1,ratioPercentage,16,Length,0.58,71,0.59160000000,1.02,-0.02215308;1.068204;0.2711197,0.4510702;0.0418278;0.03507897,11683.69
3,1,ratioPercentage,17,Length,0.23,26,0.23230000000,1.01,-0.03567725;1.134475;0.09168088,0.3097797;0.08576393;-0.004969389,15436.53
3,2,ratioPercentage,0,Area,0.88,81,0.89760000000,1.02,-0.03325278;1.127743;0.09961212,0.3214401;0.08415534;-0.00635748,9427.469
3,2,ratioPercentage,1,Area,0.43,51,0.41280000000,0.96,-0.02048451;1.128524;0.1006832,0.3149038;-9.830521E-05;0.03796849,12755.64
3,2,ratioPercentage,2,Area,0.93,92,0.90210000000,0.97,-0.005599856;1.12588;0.1071167,0.3198207;-0.005910811;0.03504048,9237.328
3,2,ratioPercentage,3,Area,0.78,84,0.81120000000,1.04,-0.001441658;1.129194;0.1002164,0.3192787;-0.00300162;0.0237335,11996.92
3,2,ratioPercentage,4,Area,0.08,9,0.08000000000,1,-0.0005758405;1.134352;0.09265006,0.3142503;-0.006306108;0.02095252,11660.91
3,2,ratioPercentage,5,Area,0.63,75,0.61740000000,0.98,-0.005219638;1.13966;0.07899845,0.2942647;0.01848742;0.01368722,11337.7
3,2,ratioPercentage,6,Area,0.33,25,0.31350000000,0.95,-0.002657652;1.139834;0.07612467,0.3000926;0.02178382;0.00841666,11348.05
3,2,ratioPercentage,7,Area,0.23,20,0.23690000000,1.03,0.0005164742;1.140173;0.07348585,0.3036873;0.02725668;0.0006380436,8969.531
3,2,ratioPercentage,8,Area,0.28,17,0.26880000000,0.96,-0.0005261302;1.139883;0.07333601,0.3065137;0.02691816;0.002923249,10835.22
3,2,ratioPercentage,9,Area,0.83,90,0.80510000000,0.97,-0.003200293;1.149554;0.05145621,0.2687561;0.01917347;0.03045963,18932.03
3,2,ratioPercentage,10,Area,0.38,27,0.37619996200,0.9899999,-0.00316143;1.147228;0.0516988,0.277168;0.02162929;0.02104812,9818.438
3,2,ratioPercentage,11,Area,0.68,82,0.68000000000,1,0.0002493262;1.145237;0.05307579,0.2842242;0.02563802;0.01406268,8310.438
3,2,ratioPercentage,12,Area,0.18,13,0.17460000000,0.97,0.00128001;1.145163;0.05164635,0.2869051;0.02710273;0.01231758,6556.469
3,2,ratioPercentage,13,Area,0.13,11,0.12480000000,0.96,0.001043737;1.1465;0.04935491,0.2843862;0.02758228;0.01195762,13750.03
